Straßenname,Hsnr,HsnrZus,Adresse_query,lat,lon,display_name,type,category,distance_m,duration_s,shop_min_distance,shops_500m_count,shops_800m_count
Ahornstraße,17,,"Ahornstraße, 17, brandenburg an der havel",52.3964787,12.40456825,"17, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12460.6,8971.6,621.7,0,1
Ahornstraße,16,,"Ahornstraße, 16, brandenburg an der havel",52.3964227,12.4045605,"16, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12466.9,8976.1,615.5,0,1
Ahornstraße,15,,"Ahornstraße, 15, brandenburg an der havel",52.39630935,12.40454245,"15, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12479.6,8985.2,602.8,0,1
Ahornstraße,14,,"Ahornstraße, 14, brandenburg an der havel",52.39626055,12.40453435,"14, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12485.0,8989.1,597.3,0,1
Ahornstraße,13,,"Ahornstraße, 13, brandenburg an der havel",52.39621175,12.40452625,"13, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12490.5,8993.0,591.9,0,1
Ahornstraße,12,,"Ahornstraße, 12, brandenburg an der havel",52.39616295,12.4045181,"12, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12495.9,8997.0,586.4,0,1
Ahornstraße,11,,"Ahornstraße, 11, brandenburg an der havel",52.39611415,12.40450995,"11, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12501.4,9000.9,581.0,0,1
Ahornstraße,10,,"Ahornstraße, 10, brandenburg an der havel",52.39600245,12.404496,"10, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12513.8,9009.9,568.5,0,1
Ahornstraße,9,,"Ahornstraße, 9, brandenburg an der havel",52.3959441,12.4044877246684,"9, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12520.3,9014.5,562.0,0,1
Ahornstraße,8,,"Ahornstraße, 8, brandenburg an der havel",52.3958858,12.404479453156942,"8, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12526.8,9019.2,555.5,0,1
Ahornstraße,7,,"Ahornstraße, 7, brandenburg an der havel",52.39582745,12.40447117216981,"7, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12533.4,9023.9,549.0,0,1
Ahornstraße,6,,"Ahornstraße, 6, brandenburg an der havel",52.39576915,12.4044629,"6, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12539.9,9028.6,542.5,0,1
Ahornstraße,5,,"Ahornstraße, 5, brandenburg an der havel",52.39565235,12.404440388239172,"5, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12552.9,9038.0,529.4,0,1
Ahornstraße,4,,"Ahornstraße, 4, brandenburg an der havel",52.39559525,12.404432938479022,"4, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12583.4,9060.0,524.8,0,1
Ahornstraße,3,,"Ahornstraße, 3, brandenburg an der havel",52.39553815,12.404425488718868,"3, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12579.5,9057.1,520.9,0,1
Ahornstraße,2,,"Ahornstraße, 2, brandenburg an der havel",52.39548105,12.404418035997711,"2, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12573.4,9052.8,514.8,0,1
Ahornstraße,1,,"Ahornstraße, 1, brandenburg an der havel",52.39542405,12.404410592051446,"1, Ahornstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12586.0,9061.8,527.4,0,1
Akazienweg,59,,"Akazienweg, 59, brandenburg an der havel",52.37178895,12.53442921650486,"59, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5309.7,3822.9,1727.1,0,0
Akazienweg,57,,"Akazienweg, 57, brandenburg an der havel",52.371879,12.534209395856823,"57, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5327.6,3835.8,1709.1,0,0
Akazienweg,56,,"Akazienweg, 56, brandenburg an der havel",52.37196125,12.534884450000003,"56, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5270.1,3794.4,1766.6,0,0
Akazienweg,55,,"Akazienweg, 55, brandenburg an der havel",52.37201005,12.53366877222222,"55, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5365.6,3863.2,1671.1,0,0
Akazienweg,55,A,"Akazienweg, 55A, brandenburg an der havel",52.371977900000005,12.533933040129265,"55A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5349.2,3851.4,1687.6,0,0
Akazienweg,54,,"Akazienweg, 54, brandenburg an der havel",52.372205,12.534497667256336,"54, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5334.1,3840.5,1702.6,0,0
Akazienweg,53,,"Akazienweg, 53, brandenburg an der havel",52.37211435,12.533465494068286,"53, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5383.6,3876.2,1653.1,0,0
Akazienweg,52,,"Akazienweg, 52, brandenburg an der havel",52.3722936,12.534268417882696,"52, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5352.5,3853.7,1684.3,0,0
Akazienweg,51,,"Akazienweg, 51, brandenburg an der havel",52.3723107,12.533341699321396,"51, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5403.6,3890.5,1633.2,0,0
Akazienweg,50,,"Akazienweg, 50, brandenburg an der havel",52.37241435,12.534112176262626,"50, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5369.1,3865.7,1667.7,0,0
Akazienweg,49,,"Akazienweg, 49, brandenburg an der havel",52.37224809999999,12.53296377484488,"49, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5419.7,3902.1,1617.0,0,0
Akazienweg,48,,"Akazienweg, 48, brandenburg an der havel",52.3725136,12.533937927315357,"48, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5385.2,3877.3,1651.6,0,0
Akazienweg,47,,"Akazienweg, 47, brandenburg an der havel",52.3723976,12.532836003725,"47, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5436.7,3914.4,1600.0,0,0
Akazienweg,46,,"Akazienweg, 46, brandenburg an der havel",52.3726121,12.533755488634045,"46, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5401.7,3889.1,1635.1,0,0
Akazienweg,45,,"Akazienweg, 45, brandenburg an der havel",52.3724931,12.532627946966528,"45, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5454.4,3927.1,1582.4,0,0
Akazienweg,44,,"Akazienweg, 44, brandenburg an der havel",52.3727648,12.53362400469008,"44, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5419.1,3901.7,1617.7,0,0
Akazienweg,43,,"Akazienweg, 43, brandenburg an der havel",52.37269495,12.53254639431064,"43, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5472.4,3940.1,1564.3,0,0
Akazienweg,42,,"Akazienweg, 42, brandenburg an der havel",52.37280005,12.533338979014154,"42, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5436.8,3914.4,1600.0,0,0
Akazienweg,41,,"Akazienweg, 41, brandenburg an der havel",52.372778100000005,12.532293800550065,"41, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5491.7,3953.9,1545.1,0,0
Akazienweg,41,A,"Akazienweg, 41A, brandenburg an der havel",52.3724365,12.53186025,"41A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5491.9,3954.1,1544.8,0,0
Akazienweg,39,,"Akazienweg, 39, brandenburg an der havel",52.37287995,12.532048248135697,"39, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5511.8,3968.4,1525.0,0,0
Akazienweg,39,A,"Akazienweg, 39A, brandenburg an der havel",52.37253065,12.53165999202744,"39A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5509.1,3966.5,1527.7,0,0
Akazienweg,38,,"Akazienweg, 38, brandenburg an der havel",52.3730497,12.533022950000005,"38, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5470.7,3938.9,1566.1,0,0
Akazienweg,37,,"Akazienweg, 37, brandenburg an der havel",52.3729671,12.5319247,"37, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5524.3,3977.5,1512.4,0,0
Akazienweg,36,B,"Akazienweg, 36B, brandenburg an der havel",52.3731714,12.5326216453252,"36B, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5500.6,3960.3,1536.2,0,0
Akazienweg,36,A,"Akazienweg, 36A, brandenburg an der havel",52.3732364,12.532917024624464,"36A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5489.0,3952.0,1547.7,0,0
Akazienweg,36,C,"Akazienweg, 36C, brandenburg an der havel",52.37303445,12.532408498703091,"36C, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5502.8,3962.0,1534.0,0,0
Akazienweg,36,,"Akazienweg, 36, brandenburg an der havel",52.3734274,12.532961499564584,"36, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5499.6,3959.6,1537.2,0,0
Akazienweg,35,,"Akazienweg, 35, brandenburg an der havel",52.3729029,12.5314318,"35, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5546.6,3993.5,1490.2,0,0
Akazienweg,34,A,"Akazienweg, 34A, brandenburg an der havel",52.37336755,12.532339649999996,"34A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5529.0,3980.8,1507.7,0,0
Akazienweg,34,,"Akazienweg, 34, brandenburg an der havel",52.37320035,12.532150252315738,"34, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5527.9,3980.1,1508.8,0,0
Akazienweg,33,,"Akazienweg, 33, brandenburg an der havel",52.3732088,12.5314868,"33, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5564.3,4006.2,1472.5,0,0
Akazienweg,32,,"Akazienweg, 32, brandenburg an der havel",52.3732912,12.531940647504706,"32, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5545.4,3992.6,1491.4,0,0
Akazienweg,31,,"Akazienweg, 31, brandenburg an der havel",52.3732983,12.5312669,"31, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5582.2,4019.1,1454.6,0,0
Akazienweg,30,A,"Akazienweg, 30A, brandenburg an der havel",52.37341315,12.531709987816896,"30A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5566.1,4007.5,1470.7,0,0
Akazienweg,30,,"Akazienweg, 30, brandenburg an der havel",52.37351515,12.53151594501984,"30, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5583.4,4020.0,1453.4,0,0
Akazienweg,29,,"Akazienweg, 29, brandenburg an der havel",52.37353095,12.530570911276488,"29, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5511.4,3968.1,1434.3,0,0
Akazienweg,29,A,"Akazienweg, 29A, brandenburg an der havel",52.3734099,12.5309077,"29A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5507.8,3965.6,1430.7,0,0
Akazienweg,28,A,"Akazienweg, 28A, brandenburg an der havel",52.37357895,12.531344596625,"28A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5597.0,4029.7,1439.8,0,0
Akazienweg,28,,"Akazienweg, 28, brandenburg an der havel",52.373879900000006,12.530932580800924,"28, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5465.8,3935.3,1435.3,0,0
Akazienweg,27,,"Akazienweg, 27, brandenburg an der havel",52.37366205,12.530328258262475,"27, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5460.7,3931.7,1379.4,0,0
Akazienweg,26,,"Akazienweg, 26, brandenburg an der havel",52.37397745,12.530664258287208,"26, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5457.5,3929.3,1376.2,0,0
Akazienweg,26,A,"Akazienweg, 26A, brandenburg an der havel",52.3741266,12.530769249999995,"26A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5453.0,3926.1,1371.7,0,0
Akazienweg,25,,"Akazienweg, 25, brandenburg an der havel",52.3736738,12.5300051,"25, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5442.5,3918.6,1361.2,0,0
Akazienweg,24,,"Akazienweg, 24, brandenburg an der havel",52.37409685,12.530390067989837,"24, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5434.6,3912.9,1353.3,0,0
Akazienweg,23,,"Akazienweg, 23, brandenburg an der havel",52.37381165,12.529803288872316,"23, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5422.3,3904.0,1341.0,0,0
Akazienweg,22,,"Akazienweg, 22, brandenburg an der havel",52.3741901,12.530138810772357,"22, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5414.8,3898.6,1333.5,0,0
Akazienweg,21,,"Akazienweg, 21, brandenburg an der havel",52.3739719,12.529657980511814,"21, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5403.7,3890.6,1322.3,0,0
Akazienweg,20,A,"Akazienweg, 20A, brandenburg an der havel",52.3743089,12.5298808,"20A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5392.9,3882.8,1311.5,0,0
Akazienweg,20,,"Akazienweg, 20, brandenburg an der havel",52.3742391,12.5298604,"20, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5396.5,3885.4,1315.2,0,0
Akazienweg,19,,"Akazienweg, 19, brandenburg an der havel",52.37413735,12.529426456323282,"19, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5380.0,3873.5,1298.7,0,0
Akazienweg,18,,"Akazienweg, 18, brandenburg an der havel",52.3743744,12.52971874811653,"18, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5379.7,3873.3,1298.4,0,0
Akazienweg,17,,"Akazienweg, 17, brandenburg an der havel",52.37411125,12.529047946985068,"17, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5361.4,3860.1,1280.1,0,0
Akazienweg,16,A,"Akazienweg, 16A, brandenburg an der havel",52.3747681,12.5297783,"16A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5356.3,3856.4,1274.9,0,0
Akazienweg,16,,"Akazienweg, 16, brandenburg an der havel",52.3745163,12.529444290723792,"16, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5355.3,3855.8,1274.0,0,0
Akazienweg,15,,"Akazienweg, 15, brandenburg an der havel",52.37434245,12.528993551800797,"15, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5342.8,3846.7,1261.5,0,0
Akazienweg,14,,"Akazienweg, 14, brandenburg an der havel",52.3745971,12.52915724661662,"14, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5334.4,3840.7,1253.1,0,0
Akazienweg,14,A,"Akazienweg, 14A, brandenburg an der havel",52.37494625,12.529564750576624,"14A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5332.7,3839.5,1251.4,0,0
Akazienweg,13,,"Akazienweg, 13, brandenburg an der havel",52.3744466,12.5287539,"13, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5322.8,3832.4,1241.5,0,0
Akazienweg,12,,"Akazienweg, 12, brandenburg an der havel",52.3747084,12.5288518,"12, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5310.4,3823.4,1229.1,0,0
Akazienweg,11,,"Akazienweg, 11, brandenburg an der havel",52.37456105,12.528482303411836,"11, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5300.5,3816.3,1219.1,0,0
Akazienweg,10,,"Akazienweg, 10, brandenburg an der havel",52.374815,12.5286183,"10, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5290.6,3809.2,1209.3,0,0
Akazienweg,9,,"Akazienweg, 9, brandenburg an der havel",52.3746641,12.528228185202138,"9, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5279.8,3801.4,1198.5,0,0
Akazienweg,8,,"Akazienweg, 8, brandenburg an der havel",52.3749193,12.528449753619538,"8, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5274.5,3797.6,1193.2,0,0
Akazienweg,8,A,"Akazienweg, 8A, brandenburg an der havel",52.37529475,12.528917997370453,"8A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5274.3,3797.4,1193.0,0,0
Akazienweg,7,,"Akazienweg, 7, brandenburg an der havel",52.3746809,12.527895384752158,"7, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5260.7,3787.7,1179.4,0,0
Akazienweg,6,B,"Akazienweg, 6B, brandenburg an der havel",52.375040350000006,12.528213254809357,"6B, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5253.5,3782.5,1172.2,0,0
Akazienweg,6,A,"Akazienweg, 6A, brandenburg an der havel",52.37520145,12.528304438965002,"6A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5247.5,3778.2,1166.2,0,0
Akazienweg,5,A,"Akazienweg, 5A, brandenburg an der havel",52.3749039,12.5277886,"5A, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5239.9,3772.7,1158.6,0,0
Akazienweg,5,,"Akazienweg, 5, brandenburg an der havel",52.37467295,12.527517087454548,"5, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5240.9,3773.4,1159.6,0,0
Akazienweg,4,,"Akazienweg, 4, brandenburg an der havel",52.3752166,12.52786860436514,"4, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5223.0,3760.5,1141.7,0,0
Akazienweg,3,,"Akazienweg, 3, brandenburg an der havel",52.37496305,12.527526531634749,"3, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5221.8,3759.6,1140.5,0,0
Akazienweg,2,,"Akazienweg, 2, brandenburg an der havel",52.37540145,12.527703845944432,"Kita ""Stoppelhoppser"", 2, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",kindergarten,amenity,5201.7,3745.1,1120.4,0,0
Akazienweg,1,,"Akazienweg, 1, brandenburg an der havel",52.3750661,12.52731684061153,"1, Akazienweg, Neumanns Vorwerk, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5203.5,3746.5,1122.2,0,0
Alfred-Messel-Platz,3,,"Alfred-Messel-Platz, 3, brandenburg an der havel",52.40818985,12.55134927938158,"Sporthalle Alfred-Messel-Platz, 3, Alfred-Messel-Platz, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,565.6,407.2,509.8,0,2
Alfred-Messel-Platz,1,,"Alfred-Messel-Platz, 1, brandenburg an der havel",52.40828945,12.552116387888038,"ehemaliges Stadtbad, 1, Alfred-Messel-Platz, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,524.4,377.6,590.9,0,2
Alt Gollwitz,19,,"Alt Gollwitz, 19, brandenburg an der havel",52.4179134,12.644162643701954,"19, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",semidetached_house,building,7220.0,5198.3,,0,0
Alt Gollwitz,18,,"Alt Gollwitz, 18, brandenburg an der havel",52.41791895,12.643681577580429,"18, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7201.0,5184.6,,0,0
Alt Gollwitz,17,,"Alt Gollwitz, 17, brandenburg an der havel",52.4179683,12.644206476302251,"17, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",semidetached_house,building,7226.6,5203.1,,0,0
Alt Gollwitz,16,,"Alt Gollwitz, 16, brandenburg an der havel",52.4180824,12.6438455,"16, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7221.2,5199.2,,0,0
Alt Gollwitz,15,,"Alt Gollwitz, 15, brandenburg an der havel",52.418086,12.644386399999991,"15, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7244.4,5215.9,,0,0
Alt Gollwitz,14,,"Alt Gollwitz, 14, brandenburg an der havel",52.41822155,12.643995656066176,"14, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7292.5,5250.5,,0,0
Alt Gollwitz,13,,"Alt Gollwitz, 13, brandenburg an der havel",52.4181564,12.644464248716847,"13, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7253.9,5222.7,,0,0
Alt Gollwitz,11,,"Alt Gollwitz, 11, brandenburg an der havel",52.4182793,12.644591555200735,"11, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7269.0,5233.6,,0,0
Alt Gollwitz,9,,"Alt Gollwitz, 9, brandenburg an der havel",52.418352850000005,12.64465013455586,"9, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7278.1,5240.1,,0,0
Alt Gollwitz,7,,"Alt Gollwitz, 7, brandenburg an der havel",52.4184687,12.644774874196884,"7, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7292.4,5250.5,,0,0
Alt Gollwitz,5,,"Alt Gollwitz, 5, brandenburg an der havel",52.418539300000006,12.644825049917252,"5, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7301.0,5256.6,,0,0
Alt Gollwitz,3,,"Alt Gollwitz, 3, brandenburg an der havel",52.41866565,12.644903859742788,"3, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",semidetached_house,building,7316.0,5267.4,,0,0
Alt Gollwitz,1,,"Alt Gollwitz, 1, brandenburg an der havel",52.41874865,12.644938934857722,"1, Alt Gollwitz, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",semidetached_house,building,7325.4,5274.2,,0,0
Altbensdorfer Straße,22,,"Altbensdorfer Straße, 22, brandenburg an der havel",52.4137176,12.4947571,"22, Altbensdorfer Straße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",house,place,4721.9,3399.7,872.7,0,0
Altbensdorfer Straße,21,,"Altbensdorfer Straße, 21, brandenburg an der havel",52.4137123,12.4948957,"21, Altbensdorfer Straße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",house,place,4712.5,3392.9,863.3,0,0
Altbensdorfer Straße,20,,"Altbensdorfer Straße, 20, brandenburg an der havel",52.413685,12.4951377,"20, Altbensdorfer Straße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",house,place,4695.9,3381.0,846.7,0,0
Altbensdorfer Straße,19,,"Altbensdorfer Straße, 19, brandenburg an der havel",52.4136782,12.4953055,"19, Altbensdorfer Straße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",house,place,4684.5,3372.8,835.3,0,0
