id,Name_Haltestelle,Kategorie,x,y,Adresse_query,Adresse_merge,lat,lon,display_name,type,category,geometry
166,Geranienweg,tram_stop,"330609,66","5811382,5","['Tram stop Geranienweg, Brandenburg, 14770']",haltestelle geranienweg,52.4263765,12.5086333,"Geranienweg, Gördenallee, Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5086333 52.4263765)
167,Bahnhof Görden,tram_stop,"330223,9","5811485,5","['Tram stop Bahnhof Görden, Brandenburg, 14770']",haltestelle bahnhof görden,52.4271809,12.5029132,"Bahnhof Görden, Gördenallee, Kolonie Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5029132 52.4271809)
168,Gördenallee,tram_stop,"330959,12",5811290,"['Tram stop Gördenallee, Brandenburg, 14770']",haltestelle gördenallee,52.4256528,12.5138147,"Gördenallee, Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5138147 52.4256528)
169,Waldcafé Görden,tram_stop,"329834,34","5811573,5","['Tram stop Waldcafé Görden, Brandenburg, 14770']",haltestelle waldcafé görden,52.4278538,12.4971445,"Waldcafé Görden, Quenzweg, Kolonie Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.4971445 52.4278538)
170,Asklepios Klinik,tram_stop,"328693,53",5811554,"['Tram stop Asklepios Klinik, Brandenburg, 14770']",haltestelle asklepios klinik,52.4273201,12.4803928,"Asklepios Klinik, Anton-Saefkow-Allee, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.4803928 52.4273201)
171,Anton-Saefkow-Allee,tram_stop,"327813,25",5811143,"['Tram stop Anton-Saefkow-Allee, Brandenburg, 14770']",haltestelle anton-saefkow-allee,52.4233512,12.4676707,"Anton-Saefkow-Allee, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.4676707 52.4233512)
172,Am Stadion/Industriemuseum,tram_stop,"330180,53",5810104,"['Tram stop Am Stadion/Industriemuseum, Brandenburg, 14770']",haltestelle am stadion/industriemuseum,52.4147815,12.5029704,"Am Stadion/Industriemuseum, Magdeburger Landstraße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5029704 52.4147815)
173,Dreifertstraße,tram_stop,"331536,88","5809885,5","['Tram stop Dreifertstraße, Brandenburg, 14770']",haltestelle dreifertstraße,52.4132188,12.5230108,"Dreifertstraße, Magdeburger Landstraße, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5230108 52.4132188)
174,Frankenstraße,tram_stop,"330717,03",5809998,"['Tram stop Frankenstraße, Brandenburg, 14770']",haltestelle frankenstraße,52.4139719,12.5112208,"Frankenstraße, Magdeburger Landstraße, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5112208 52.4139719)
175,Hessenweg,tram_stop,"330458,97",5810049,"['Tram stop Hessenweg, Brandenburg, 14770']",haltestelle hessenweg,52.4143802,12.5071034,"Hessenweg, Magdeburger Landstraße, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5071034 52.4143802)
176,Quenzbrücke,tram_stop,"329919,28",5810120,"['Tram stop Quenzbrücke, Brandenburg, 14770']",haltestelle quenzbrücke,52.4148667,12.4991064,"Quenzbrücke, Magdeburger Landstraße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.4991064 52.4148667)
177,Südtor,tram_stop,"331070,4",5809944,"['Tram stop Südtor, Brandenburg, 14770']",haltestelle südtor,52.4135994,12.5161296,"Südtor, Magdeburger Landstraße, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5161296 52.4135994)
178,August-Bebel-Straße,tram_stop,"332201,2",5810890,"['Tram stop August-Bebel-Straße, Brandenburg, 14770']",haltestelle august-bebel-straße,52.4221198,12.5325241,"August-Bebel-Straße, Nord, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5325241 52.4221198)
179,Fontanestraße,tram_stop,"332435,56",5810407,"['Tram stop Fontanestraße, Brandenburg, 14770']",haltestelle fontanestraße,52.4181898,12.5359840,"Fontanestraße, August-Bebel-Straße, Neuendorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.535984 52.4181898)
180,Karl-Marx-Straße,tram_stop,"332547,34","5810010,5","['Tram stop Karl-Marx-Straße, Brandenburg, 14770']",haltestelle karl-marx-straße,52.4146725,12.5378127,"Karl-Marx-Straße, Neuendorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",tram_stop,railway,POINT (12.5378127 52.4146725)
181,Blumenstraße,tram_stop,"334114,2","5808651,5","['Tram stop Blumenstraße, Brandenburg, 14770']",haltestelle blumenstraße,52.4029221,12.5614802,"Blumenstraße, Große Gartenstraße, Bahnhofsvorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5614802 52.4029221)
182,Große Gartenstraße,tram_stop,"333898,53",5808831,"['Tram stop Große Gartenstraße, Brandenburg, 14770']",haltestelle große gartenstraße,52.4045742,12.5580408,"Große Gartenstraße, Bahnhofsvorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5580408 52.4045742)
183,Hauptbahnhof,tram_stop,"334366,6","5808474,5","['Tram stop Hauptbahnhof, Brandenburg, 14770']",haltestelle hauptbahnhof,52.4014385,12.5652094,"Hauptbahnhof, Am Hauptbahnhof, Bahnhofsvorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5652094 52.4014385)
184,Geschwister-Scholl-Straße,tram_stop,"334565,1",5808719,"['Tram stop Geschwister-Scholl-Straße, Brandenburg, 14770']",haltestelle geschwister-scholl-straße,52.4036570,12.5680283,"Geschwister-Scholl-Straße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",tram_stop,railway,POINT (12.5680283 52.403657)
185,Kietzstraße,bus_stop,"324676,44",5809920,"['Bus stop Kietzstraße, Brandenburg, 14770']",haltestelle kietzstraße,52.4113748,12.4223152,"Kietzstraße, Margaretenhof, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4223152 52.4113748)
186,Kietzstraße,bus_stop,"324682,3",5809920,"['Bus stop Kietzstraße, Brandenburg, 14770']",haltestelle kietzstraße,52.4113748,12.4223152,"Kietzstraße, Margaretenhof, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4223152 52.4113748)
187,Margaretenhof,bus_stop,"325111,22","5809915,5","['Bus stop Margaretenhof, Brandenburg, 14770']",haltestelle margaretenhof,52.4114512,12.4286003,"Margaretenhof, B 1, Margaretenhof, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4286003 52.4114512)
188,"Gohlitz, Kirche",bus_stop,"348388,1",5823781,"['Bus stop Gohlitz Kirche, Brandenburg, 14770']","haltestelle gohlitz, kirche",52.5429751,12.7642448,"Gohlitz, Kirche, Nauener Straße, Gohlitz, Wachow, Nauen, Havelland, Brandenburg, 14641, Deutschland",bus_stop,highway,POINT (12.7642448 52.5429751)
189,"Gohlitz, Kirche",bus_stop,"348396,44","5823793,5","['Bus stop Gohlitz Kirche, Brandenburg, 14770']","haltestelle gohlitz, kirche",52.5429751,12.7642448,"Gohlitz, Kirche, Nauener Straße, Gohlitz, Wachow, Nauen, Havelland, Brandenburg, 14641, Deutschland",bus_stop,highway,POINT (12.7642448 52.5429751)
190,Gutenpaaren,bus_stop,"348272,38","5816586,5","['Bus stop Gutenpaaren, Brandenburg, 14770']",haltestelle gutenpaaren,52.4783154,12.7658214,"Gutenpaaren, Gutenpaarener Dorfstraße, Gutenpaaren, Zachow, Ketzin/Havel, Havelland, Brandenburg, 14669, Deutschland",bus_stop,highway,POINT (12.7658214 52.4783154)
191,Gutenpaaren,bus_stop,"348319,72","5816591,5","['Bus stop Gutenpaaren, Brandenburg, 14770']",haltestelle gutenpaaren,52.4783154,12.7658214,"Gutenpaaren, Gutenpaarener Dorfstraße, Gutenpaaren, Zachow, Ketzin/Havel, Havelland, Brandenburg, 14669, Deutschland",bus_stop,highway,POINT (12.7658214 52.4783154)
192,Ortsmitte,bus_stop,"343529,66",5797545,"['Bus stop Ortsmitte, Brandenburg, 14770']",haltestelle ortsmitte,52.2829280,12.4681877,"Ortsmitte, Poststraße, Wollin, Ziesar, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.4681877 52.282928)
193,"Premnitz, Ernst-Thälmann-Straße",bus_stop,"319393,34","5823499,5","['Bus stop Premnitz Ernst-Thälmann-Straße, Brandenburg, 14770']","haltestelle premnitz, ernst-thälmann-straße",52.5316061,12.3372864,"Premnitz, Ernst-Thälmann-Straße, Ernst-Thälmann-Straße, Neues Zentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3372864 52.5316061)
194,"Premnitz, Ernst-Thälmann-Straße",bus_stop,"319377,16","5823532,5","['Bus stop Premnitz Ernst-Thälmann-Straße, Brandenburg, 14770']","haltestelle premnitz, ernst-thälmann-straße",52.5316061,12.3372864,"Premnitz, Ernst-Thälmann-Straße, Ernst-Thälmann-Straße, Neues Zentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3372864 52.5316061)
195,"Premnitz, Bergstraße/Gartenstraße",bus_stop,"318942,47","5823757,5","['Bus stop Premnitz Bergstraße/Gartenstraße, Brandenburg, 14770']","haltestelle premnitz, bergstraße/gartenstraße",52.5337725,12.3305064,"Premnitz, Bergstraße/Gartenstraße, Bergstraße, Altes Stadtzentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3305064 52.5337725)
196,"Premnitz, Bergstraße/Gartenstraße",bus_stop,"318937,88","5823767,5","['Bus stop Premnitz Bergstraße/Gartenstraße, Brandenburg, 14770']","haltestelle premnitz, bergstraße/gartenstraße",52.5337725,12.3305064,"Premnitz, Bergstraße/Gartenstraße, Bergstraße, Altes Stadtzentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3305064 52.5337725)
197,"Döberitz, Ausbau",bus_stop,"322708,1",5822143,"['Bus stop Döberitz Ausbau, Brandenburg, 14770']","haltestelle döberitz, ausbau",52.5205133,12.3868240,"Döberitz, Ausbau, B 102, Siedlung Döberitz, Ausbau Döberitz, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.386824 52.5205133)
198,"Döberitz, Ausbau",bus_stop,"322696,7",5822154,"['Bus stop Döberitz Ausbau, Brandenburg, 14770']","haltestelle döberitz, ausbau",52.5205133,12.3868240,"Döberitz, Ausbau, B 102, Siedlung Döberitz, Ausbau Döberitz, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.386824 52.5205133)
199,"Döberitz (bei Premnitz), Dorf",bus_stop,"321464,8","5822201,5","['Bus stop Döberitz (bei Premnitz) Dorf, Brandenburg, 14770']","haltestelle döberitz (bei premnitz), dorf",52.5206323,12.3684884,"Döberitz (bei Premnitz), Dorf, Brandenburger Straße, Siedlung Döberitz, Ausbau Döberitz, Döberitz, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3684884 52.5206323)
200,Kieck,bus_stop,"335627,72","5823314,5","['Bus stop Kieck, Brandenburg, 14770']",haltestelle kieck,52.5350853,12.5764800,"Kieck, L 99, Kieck, Garlitz, Märkisch Luch, Nennhausen, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.57648 52.5350853)
201,Jerchel,bus_stop,"319708,28","5818651,5","['Bus stop Jerchel, Brandenburg, 14770']",haltestelle jerchel,52.4881721,12.3445516,"Jerchel, Märkische Straße, Jerchel, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3445516 52.4881721)
202,Jerchel,bus_stop,"319703,84","5818661,5","['Bus stop Jerchel, Brandenburg, 14770']",haltestelle jerchel,52.4881721,12.3445516,"Jerchel, Märkische Straße, Jerchel, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3445516 52.4881721)
203,Brücke,bus_stop,"317573,84","5822872,5","['Bus stop Brücke, Brandenburg, 14770']",haltestelle brücke,52.5253014,12.3108437,"Brücke, Stremmestraße, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3108437 52.5253014)
204,"Milow (HVL), Dorfplatz",bus_stop,317633,5822725,"['Bus stop Milow (HVL) Dorfplatz, Brandenburg, 14770']","haltestelle milow (hvl), dorfplatz",52.5242611,12.3120010,"Milow (HVL), Dorfplatz, Friedensstraße, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.312001 52.5242611)
205,"Milow (HVL), Friedensstraße",bus_stop,"317448,38","5821793,5","['Bus stop Milow (HVL) Friedensstraße, Brandenburg, 14770']","haltestelle milow (hvl), friedensstraße",52.5153202,12.3096213,"Milow (HVL), Friedensstraße, Friedensstraße, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3096213 52.5153202)
206,Vieritz,bus_stop,"313829,22","5823023,5","['Bus stop Vieritz, Brandenburg, 14770']",haltestelle vieritz,52.5254603,12.2556211,"Vieritz, Genthiner Straße, Vieritz, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.2556211 52.5254603)
207,Möthlitz,bus_stop,"322673,94",5817078,"['Bus stop Möthlitz, Brandenburg, 14770']",haltestelle möthlitz,52.4750831,12.3890698,"Möthlitz, Möthlitzer Hauptstraße, Möthlitz, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3890698 52.4750831)
208,Möthlitz,bus_stop,"322677,66","5817085,5","['Bus stop Möthlitz, Brandenburg, 14770']",haltestelle möthlitz,52.4750831,12.3890698,"Möthlitz, Möthlitzer Hauptstraße, Möthlitz, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3890698 52.4750831)
209,"Wust, Festplatz",bus_stop,"336903,88","5809260,5","['Bus stop Wust Festplatz, Brandenburg, 14770']","haltestelle wust, festplatz",52.4091051,12.6021444,"Wust, Festplatz, Wuster Straße, Wust, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.6021444 52.4091051)
210,Einkaufszentrum,bus_stop,"337526,3","5809318,5","['Bus stop Einkaufszentrum, Brandenburg, 14770']",haltestelle einkaufszentrum,52.4267291,12.5031776,"Görden Bahnhof, Einkaufszentrum, Veilchenweg, Kolonie Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.5031776 52.4267291)
211,"Wust, Freizeitzentrum",bus_stop,"337702,9",5809315,"['Bus stop Wust Freizeitzentrum, Brandenburg, 14770']","haltestelle wust, freizeitzentrum",52.4099588,12.6138622,"Wust, Freizeitzentrum, An der Bundesstraße 1, Wust, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.6138622 52.4099588)
212,Parduin,bus_stop,"333722,8",5810005,"['Bus stop Parduin, Brandenburg, 14770']",haltestelle parduin,52.4145595,12.5544162,"Parduin, Altstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",bus_stop,highway,POINT (12.5544162 52.4145595)
213,Plauer Straße,bus_stop,"333588,22","5809793,5","['Bus stop Plauer Straße, Brandenburg, 14770']",haltestelle plauer straße,52.4130205,12.5531881,"Plauer Straße, Altstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",bus_stop,highway,POINT (12.5531881 52.4130205)
214,Schienenweg,bus_stop,"334084,2","5811412,5","['Bus stop Schienenweg, Brandenburg, 14770']",haltestelle schienenweg,52.4277125,12.5596701,"Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.5596701 52.4277125)
215,Ferdinand-Lassalle-Straße,bus_stop,"332527,1",5809109,"['Bus stop Ferdinand-Lassalle-Straße, Brandenburg, 14770']",haltestelle ferdinand-lassalle-straße,52.4066601,12.5378503,"Ferdinand-Lassalle-Straße, Neuendorfer Straße, Neuendorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",bus_stop,highway,POINT (12.5378503 52.4066601)
216,Ferdinand-Lassalle-Straße,bus_stop,"332521,12",5809122,"['Bus stop Ferdinand-Lassalle-Straße, Brandenburg, 14770']",haltestelle ferdinand-lassalle-straße,52.4066601,12.5378503,"Ferdinand-Lassalle-Straße, Neuendorfer Straße, Neuendorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",bus_stop,highway,POINT (12.5378503 52.4066601)
217,,bus_stop,"328443,66",5811015,['Brandenburg an der Havel'],haltestelle nan,52.4108261,12.5497933,"Brandenburg an der Havel, Brandenburg, Deutschland",administrative,boundary,POINT (12.5497933 52.4108261)
218,Hohenstücken Nord,bus_stop,"331378,6","5812554,5","['Bus stop Hohenstücken Nord, Brandenburg, 14770']",haltestelle hohenstücken nord,52.4371398,12.5193399,"Hohenstücken Nord, Henriettenstraße, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.5193399 52.4371398)
219,Tschirchdamm,bus_stop,"331524,56",5812159,"['Bus stop Tschirchdamm, Brandenburg, 14770']",haltestelle tschirchdamm,52.4336694,12.5218625,"Tschirchdamm, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.5218625 52.4336694)
220,Emstal,bus_stop,"348314,66","5796888,5","['Bus stop Emstal, Brandenburg, 14770']",haltestelle emstal,52.3014468,12.7749642,"Emstal, Emstaler Hauptstraße, Emstal, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7749642 52.3014468)
221,Bochow-Bruch,bus_stop,"350557,53","5807810,5","['Bus stop Bochow-Bruch, Brandenburg, 14770']",haltestelle bochow-bruch,52.4001331,12.8033550,"Bochow-Bruch, An der B1, Bochow, Groß Kreutz (Havel), Potsdam-Mittelmark, Brandenburg, 14550, Deutschland",bus_stop,highway,POINT (12.803355 52.4001331)
222,Mühlenstraße,bus_stop,"349619,7","5808022,5","['Bus stop Mühlenstraße, Brandenburg, 14770']",haltestelle mühlenstraße,52.4019336,12.7889370,"Mühlenstraße, Potsdamer Straße, Groß Kreutz, Groß Kreutz (Havel), Potsdam-Mittelmark, Brandenburg, 14550, Deutschland",bus_stop,highway,POINT (12.788937 52.4019336)
223,Post,bus_stop,"348745,56","5808338,5","['Bus stop Post, Brandenburg, 14770']",haltestelle post,52.4042809,12.7764337,"Post, Bahnhofstraße, Groß Kreutz, Groß Kreutz (Havel), Potsdam-Mittelmark, Brandenburg, 14550, Deutschland",bus_stop,highway,POINT (12.7764337 52.4042809)
224,Bochow-Bruch,bus_stop,"350600,22","5807807,5","['Bus stop Bochow-Bruch, Brandenburg, 14770']",haltestelle bochow-bruch,52.4001331,12.8033550,"Bochow-Bruch, An der B1, Bochow, Groß Kreutz (Havel), Potsdam-Mittelmark, Brandenburg, 14550, Deutschland",bus_stop,highway,POINT (12.803355 52.4001331)
225,Post,bus_stop,"348739,56",5808331,"['Bus stop Post, Brandenburg, 14770']",haltestelle post,52.4042809,12.7764337,"Post, Bahnhofstraße, Groß Kreutz, Groß Kreutz (Havel), Potsdam-Mittelmark, Brandenburg, 14550, Deutschland",bus_stop,highway,POINT (12.7764337 52.4042809)
226,Mühlenstraße,bus_stop,"349582,03",5808044,"['Bus stop Mühlenstraße, Brandenburg, 14770']",haltestelle mühlenstraße,52.4019336,12.7889370,"Mühlenstraße, Potsdamer Straße, Groß Kreutz, Groß Kreutz (Havel), Potsdam-Mittelmark, Brandenburg, 14550, Deutschland",bus_stop,highway,POINT (12.788937 52.4019336)
227,Schule,bus_stop,"349454,03","5807804,5","['Bus stop Schule, Brandenburg, 14770']",haltestelle schule,52.4829607,12.5861166,"Schule, 11, Am Hasselberg, Radewege, Beetzsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.5861166 52.4829607)
228,Bahnhof,bus_stop,"348746,3",5809042,"['Bus stop Bahnhof, Brandenburg, 14770']",haltestelle bahnhof,52.4989389,12.4597367,"Bahnhof, An der Marzahner Chaussee, Pritzerbe, Havelsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14798, Deutschland",bus_stop,highway,POINT (12.4597367 52.4989389)
229,Bahnhof/Nord,bus_stop,"348731,72",5809095,"['Bus stop Bahnhof/Nord, Brandenburg, 14770']",haltestelle bahnhof/nord,52.5358039,12.3333845,"Premnitz, Nord Bahnhof, Bahnhofstraße, Altes Stadtzentrum, Premnitz, Havelland, Brandenburg, 14727, Deutschland",bus_stop,highway,POINT (12.3333845 52.5358039)
230,Siedlerweg,bus_stop,"349899,28","5809715,5","['Bus stop Siedlerweg, Brandenburg, 14770']",haltestelle siedlerweg,52.4170377,12.7928469,"Siedlerweg, Lilienthalstraße, Krielow, Groß Kreutz (Havel), Potsdam-Mittelmark, Brandenburg, 14550, Deutschland",bus_stop,highway,POINT (12.7928469 52.4170377)
231,Chausseestraße,bus_stop,"349719,1","5809662,5","['Bus stop Chausseestraße, Brandenburg, 14770']",haltestelle chausseestraße,52.2824593,12.3272675,"Chausseestraße, Bücknitz, Ziesar, Potsdam-Mittelmark, Brandenburg, 14793, Deutschland",bus_stop,highway,POINT (12.3272675 52.2824593)
232,Chausseestraße,bus_stop,"349740,72","5809672,5","['Bus stop Chausseestraße, Brandenburg, 14770']",haltestelle chausseestraße,52.2824593,12.3272675,"Chausseestraße, Bücknitz, Ziesar, Potsdam-Mittelmark, Brandenburg, 14793, Deutschland",bus_stop,highway,POINT (12.3272675 52.2824593)
233,Kirche,bus_stop,"350615,34",5809598,"['Bus stop Kirche, Brandenburg, 14770']",haltestelle kirche,52.5143644,12.6422269,"Kirche, Gortzer Dorfstraße, Gortz, Beetzseeheide, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.6422269 52.5143644)
234,Kirche,bus_stop,"350643,9",5809580,"['Bus stop Kirche, Brandenburg, 14770']",haltestelle kirche,52.5143644,12.6422269,"Kirche, Gortzer Dorfstraße, Gortz, Beetzseeheide, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.6422269 52.5143644)
235,"Michelsdorf, Tornower Straße",bus_stop,"343075,66","5797786,5","['Bus stop Michelsdorf Tornower Straße, Brandenburg, 14770']","haltestelle michelsdorf, tornower straße",,,,,,
236,Ortsmitte,bus_stop,"343543,12","5797558,5","['Bus stop Ortsmitte, Brandenburg, 14770']",haltestelle ortsmitte,52.2829280,12.4681877,"Ortsmitte, Poststraße, Wollin, Ziesar, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.4681877 52.282928)
237,Busbahnhof,bus_stop,"346291,72",5798766,"['Bus stop Busbahnhof, Brandenburg, 14770']",haltestelle busbahnhof,52.3178522,12.7449407,"Busbahnhof, Goethestraße, Lehnin, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7449407 52.3178522)
238,Hauptstraße,bus_stop,"334297,03","5799775,5","['Bus stop Hauptstraße, Brandenburg, 14770']",haltestelle hauptstraße,52.3232654,12.5685209,"Hauptstraße, Krahner Hauptstraße, Krahne, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.5685209 52.3232654)
239,Hauptstraße,bus_stop,"334283,88","5799770,5","['Bus stop Hauptstraße, Brandenburg, 14770']",haltestelle hauptstraße,52.3232654,12.5685209,"Hauptstraße, Krahner Hauptstraße, Krahne, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.5685209 52.3232654)
240,Reckahner Straße,bus_stop,"333817,88","5799582,5","['Bus stop Reckahner Straße, Brandenburg, 14770']",haltestelle reckahner straße,52.3215801,12.5615522,"Reckahner Straße, Krahne, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.5615522 52.3215801)
241,Reckahner Straße,bus_stop,"333814,06",5799606,"['Bus stop Reckahner Straße, Brandenburg, 14770']",haltestelle reckahner straße,52.3215801,12.5615522,"Reckahner Straße, Krahne, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.5615522 52.3215801)
242,Rotscherlinde,bus_stop,"336602,6","5800729,5","['Bus stop Rotscherlinde, Brandenburg, 14770']",haltestelle rotscherlinde,52.3331446,12.6033603,"Rotscherlinde, B 102, Rotscherlinde, Krahne, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.6033603 52.3331446)
243,Rotscherlinde,bus_stop,"336645,6",5800737,"['Bus stop Rotscherlinde, Brandenburg, 14770']",haltestelle rotscherlinde,52.3331446,12.6033603,"Rotscherlinde, B 102, Rotscherlinde, Krahne, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.6033603 52.3331446)
244,Bahnhof,bus_stop,"345444,03","5809154,5","['Bus stop Bahnhof, Brandenburg, 14770']",haltestelle bahnhof,52.4989389,12.4597367,"Bahnhof, An der Marzahner Chaussee, Pritzerbe, Havelsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14798, Deutschland",bus_stop,highway,POINT (12.4597367 52.4989389)
245,Dorf,bus_stop,"343347,2","5809243,5","['Bus stop Dorf, Brandenburg, 14770']",haltestelle dorf,52.4414372,12.4264739,"Dorf, Dorfstraße, Briest, Havelsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14798, Deutschland",bus_stop,highway,POINT (12.4264739 52.4414372)
246,Schule,bus_stop,"343239,2",5809470,"['Bus stop Schule, Brandenburg, 14770']",haltestelle schule,52.4829607,12.5861166,"Schule, 11, Am Hasselberg, Radewege, Beetzsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.5861166 52.4829607)
247,Dorf,bus_stop,"343393,7","5809235,5","['Bus stop Dorf, Brandenburg, 14770']",haltestelle dorf,52.4414372,12.4264739,"Dorf, Dorfstraße, Briest, Havelsee, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14798, Deutschland",bus_stop,highway,POINT (12.4264739 52.4414372)
248,Siedlung,bus_stop,"344581,97",5808398,"['Bus stop Siedlung, Brandenburg, 14770']",haltestelle siedlung,52.4030134,12.7149264,"Siedlung, Schenkenberger Straße, Jeserig, Groß Kreutz (Havel), Potsdam-Mittelmark, Brandenburg, 14550, Deutschland",bus_stop,highway,POINT (12.7149264 52.4030134)
